Flow Duration Curve Data Analysis,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
146,1.836,10.6,21.623,5.893,23.734,5.382,21.623,9.66,22.343,43.6,21.623,97,22.343,111,21.623,81.7,21.623,59.8,22.343,45.5,21.623,27.4,22.343,17.817,21.623
145.34,1.841,10.525,21.679,5.87,23.795,5.38,21.679,9.64,22.401,43.4,21.679,97,22.401,111,21.679,81.6,21.679,59.8,22.401,45.5,21.679,27.4,22.401,17.8,21.679
145,1.846,10.5,21.734,5.86,23.856,5.38,21.734,9.64,22.458,43.3,21.734,96.8,22.458,110,21.734,81.6,21.734,59.8,22.458,45.4,21.734,27.4,22.458,17.8,21.734
145,1.85,10.5,21.79,5.86,23.917,5.37,21.79,9.623,22.516,43.3,21.79,96.6,22.516,110,21.79,81.5,21.79,59.8,22.516,45.4,21.79,27.4,22.516,17.8,21.79
145,1.855,10.5,21.845,5.836,23.978,5.36,21.845,9.61,22.573,43.213,21.845,96.5,22.573,110,21.845,81.5,21.845,59.8,22.573,45.4,21.845,27.376,22.573,17.768,21.845
145,1.86,10.5,21.901,5.83,24.039,5.36,21.901,9.6,22.631,43.2,21.901,96.5,22.631,110,21.901,81.5,21.901,59.8,22.631,45.3,21.901,27.3,22.631,17.7,21.901
145,1.865,10.436,21.957,5.81,24.1,5.36,21.957,9.59,22.688,43.1,21.957,96,22.688,110,21.957,81.3,21.957,59.8,22.688,45.2,21.957,27.3,22.688,17.7,21.957
145,1.869,10.4,22.012,5.8,24.161,5.36,22.012,9.57,22.746,43.1,22.012,96,22.746,110,22.012,81.3,22.012,59.8,22.746,45.115,22.012,27.2,22.746,17.7,22.012
145,1.874,10.4,22.068,5.79,24.222,5.34,22.068,9.558,22.803,43.1,22.068,95.85,22.803,110,22.068,81.3,22.068,59.8,22.803,45.1,22.068,27.124,22.803,17.7,22.068
145,1.879,10.4,22.123,5.79,24.283,5.34,22.123,9.51,22.86,43.1,22.123,95.7,22.86,109.792,22.123,81.3,22.123,59.8,22.86,45.1,22.123,27.1,22.86,17.6,22.123
145,1.883,10.4,22.179,5.79,24.344,5.34,22.179,9.47,22.918,42.9,22.179,95.5,22.918,109,22.179,81.1,22.179,59.8,22.918,45.1,22.179,27.1,22.918,17.6,22.179
145,1.888,10.4,22.235,5.78,24.405,5.33,22.235,9.47,22.975,42.7,22.235,95.4,22.975,109,22.235,81,22.235,59.8,22.975,45,22.235,27.1,22.975,17.6,22.235
145,1.893,10.348,22.29,5.75,24.466,5.33,22.29,9.47,23.033,42.7,22.29,95.3,23.033,109,22.29,81,22.29,59.8,23.033,45,22.29,27.1,23.033,17.528,22.29
144,1.898,10.3,22.346,5.74,24.527,5.326,22.346,9.42,23.09,42.5,22.346,95.177,23.09,109,22.346,80.963,22.346,59.8,23.09,44.9,22.346,27.086,23.09,17.5,22.346
144,1.902,10.3,22.401,5.73,24.588,5.32,22.401,9.41,23.148,42.5,22.401,95.1,23.148,109,22.401,80.8,22.401,59.8,23.148,44.827,22.401,27,23.148,17.5,22.401
144,1.907,10.3,22.457,5.73,24.649,5.312,22.457,9.39,23.205,42.4,22.457,95.1,23.205,109,22.457,80.8,22.457,59.8,23.205,44.8,22.457,26.9,23.205,17.5,22.457
144,1.912,10.3,22.513,5.723,24.71,5.31,22.513,9.38,23.262,41.8,22.513,94.9,23.262,109,22.513,80.8,22.513,59.8,23.262,44.6,22.513,26.9,23.262,17.4,22.513
144,1.916,10.3,22.568,5.71,24.771,5.3,22.568,9.36,23.32,41.6,22.568,94.8,23.32,108.275,22.568,80.7,22.568,59.8,23.32,44.6,22.568,26.9,23.32,17.4,22.568
144,1.921,10.3,22.624,5.71,24.832,5.3,22.624,9.29,23.377,41.5,22.624,94.8,23.377,108,22.624,80.7,22.624,59.8,23.377,44.6,22.624,26.8,23.377,17.31,22.624
144,1.926,10.3,22.679,5.682,24.893,5.3,22.679,9.263,23.435,41.2,22.679,94.8,23.435,108,22.679,80.7,22.679,59.8,23.435,44.6,22.679,26.8,23.435,17.3,22.679
144,1.931,10.3,22.735,5.68,24.954,5.3,22.735,9.26,23.492,41.1,22.735,94.6,23.492,108,22.735,80.6,22.735,59.8,23.492,44.5,22.735,26.797,23.492,17.3,22.735
144,1.935,10.3,22.79,5.666,25.015,5.3,22.79,9.25,23.55,41,22.79,94.6,23.55,108,22.79,80.4,22.79,59.8,23.55,44.4,22.79,26.7,23.55,17.3,22.79
144,1.94,10.3,22.846,5.63,25.076,5.3,22.846,9.249,23.607,40.993,22.846,94.5,23.607,108,22.846,80.3,22.846,59.8,23.607,44.3,22.846,26.7,23.607,17.3,22.846
143.119,1.945,10.3,22.902,5.63,25.137,5.3,22.902,9.24,23.665,40.9,22.902,94.4,23.665,108,22.902,80.3,22.902,59.8,23.665,44.3,22.902,26.6,23.665,17.238,22.902
143,1.949,10.3,22.957,5.63,25.198,5.3,22.957,9.22,23.722,40.8,22.957,94.3,23.722,108,22.957,80.1,22.957,59.8,23.722,44.297,22.957,26.6,23.722,17.231,22.957
143,1.954,10.26,23.013,5.63,25.259,5.3,23.013,9.22,23.779,40.4,23.013,94,23.779,108,23.013,80,23.013,59.8,23.779,44.2,23.013,26.6,23.779,17.2,23.013
143,1.959,10.2,23.068,5.63,25.32,5.3,23.068,9.19,23.837,40.2,23.068,93.6,23.837,107,23.068,80,23.068,59.7,23.837,44,23.068,26.6,23.837,17.2,23.068
143,1.964,10.2,23.124,5.62,25.381,5.3,23.124,9.13,23.894,40.1,23.124,93.6,23.894,107,23.124,80,23.124,59.7,23.894,44,23.124,26.507,23.894,17.1,23.124
143,1.968,10.2,23.18,5.609,25.442,5.3,23.18,9.116,23.952,40,23.18,93.6,23.952,107,23.18,80,23.18,59.6,23.952,44,23.18,26.5,23.952,17,23.18
143,1.973,10.2,23.235,5.59,25.503,5.3,23.235,9.11,24.009,40,23.235,93.5,24.009,107,23.235,79.9,23.235,59.5,24.009,44,23.235,26.5,24.009,17,23.235
143,1.978,10.2,23.291,5.59,25.564,5.3,23.291,9.1,24.067,39.9,23.291,93.4,24.067,106.758,23.291,79.7,23.291,59.4,24.067,43.9,23.291,26.4,24.067,17,23.291
143,1.983,10.2,23.346,5.553,25.625,5.29,23.346,9.08,24.124,39.9,23.346,93.3,24.124,106,23.346,79.6,23.346,59.4,24.124,43.9,23.346,26.306,24.124,16.948,23.346
143,1.987,10.171,23.402,5.55,25.686,5.29,23.402,9.07,24.182,39.8,23.402,93.3,24.182,106,23.402,79.6,23.402,59.3,24.182,43.882,23.402,26.3,24.182,16.9,23.402
143,1.992,10.1,23.457,5.55,25.747,5.284,23.457,9.07,24.239,39.7,23.457,93.3,24.239,106,23.457,79.446,23.457,59.2,24.239,43.8,23.457,26.3,24.239,16.9,23.457
143,1.997,10.1,23.513,5.55,25.808,5.28,23.513,9.06,24.296,39.6,23.513,93.3,24.296,106,23.513,79.4,23.513,59.2,24.296,43.8,23.513,26.3,24.296,16.9,23.513
142,2.001,10.1,23.569,5.52,25.869,5.28,23.569,9.05,24.354,39.5,23.569,93.2,24.354,106,23.569,79.3,23.569,59.2,24.354,43.7,23.569,26.3,24.354,16.9,23.569
142,2.006,10.1,23.624,5.49,25.93,5.27,23.624,9.05,24.411,39.4,23.624,93.2,24.411,105.24,23.624,79.3,23.624,59.1,24.411,43.5,23.624,26.25,24.411,16.9,23.624
142,2.011,10.1,23.68,5.49,25.991,5.269,23.68,9.01,24.469,39.3,23.68,93,24.469,105.2,23.68,79.1,23.68,59.1,24.469,43.5,23.68,26.217,24.469,16.8,23.68
142,2.016,10.1,23.735,5.49,26.052,5.26,23.735,9.01,24.526,39.3,23.735,93,24.526,105,23.735,79,23.735,59,24.526,43.5,23.735,26.1,24.526,16.8,23.735
142,2.02,10,23.791,5.49,26.113,5.26,23.791,8.99,24.584,39,23.791,92.806,24.584,105,23.791,79,23.791,58.9,24.584,43.5,23.791,26.1,24.584,16.8,23.791
142,2.025,10,23.847,5.48,26.174,5.24,23.847,8.968,24.641,38.8,23.847,92.8,24.641,105,23.847,79,23.847,58.9,24.641,43.48,23.847,26,24.641,16.694,23.847
141,2.03,10,23.902,5.48,26.236,5.23,23.902,8.929,24.698,38.772,23.902,92.5,24.698,105,23.902,78.9,23.902,58.8,24.698,43.4,23.902,26,24.698,16.659,23.902
141,2.034,10,23.958,5.47,26.297,5.224,23.958,8.91,24.756,38.5,23.958,92.5,24.756,105,23.958,78.9,23.958,58.8,24.756,43.3,23.958,26,24.756,16.6,23.958
141,2.039,10,24.013,5.47,26.358,5.22,24.013,8.9,24.813,38.5,24.013,92.3,24.813,105,24.013,78.8,24.013,58.7,24.813,43.3,24.013,25.928,24.813,16.6,24.013
141,2.044,9.99,24.069,5.46,26.419,5.22,24.069,8.9,24.871,38.3,24.069,92.2,24.871,105,24.069,78.8,24.069,58.7,24.871,43.3,24.069,25.9,24.871,16.6,24.069
141,2.049,9.98,24.125,5.45,26.48,5.22,24.125,8.9,24.928,38.2,24.125,92.2,24.928,105,24.125,78.7,24.125,58.6,24.928,43.2,24.125,25.9,24.928,16.6,24.125
141,2.053,9.97,24.18,5.44,26.541,5.212,24.18,8.9,24.986,37.7,24.18,92.1,24.986,105,24.18,78.5,24.18,58.6,24.986,43.1,24.18,25.9,24.986,16.5,24.18
141,2.058,9.97,24.236,5.426,26.602,5.21,24.236,8.89,25.043,37.7,24.236,91.9,25.043,105,24.236,78.4,24.236,58.5,25.043,43,24.236,25.8,25.043,16.5,24.236
141,2.063,9.96,24.291,5.38,26.663,5.16,24.291,8.88,25.101,37.7,24.291,91.8,25.101,105,24.291,78.3,24.291,58.5,25.101,42.936,24.291,25.7,25.101,16.5,24.291
140.899,2.068,9.95,24.347,5.37,26.724,5.155,24.347,8.874,25.158,37.7,24.347,91.7,25.158,105,24.347,78.2,24.347,58.4,25.158,42.8,24.347,25.7,25.158,16.5,24.347
140,2.072,9.95,24.402,5.37,26.785,5.15,24.402,8.87,25.215,37.6,24.402,91.6,25.215,104,24.402,78.2,24.402,58.4,25.215,42.8,24.402,25.7,25.215,16.492,24.402
140,2.077,9.94,24.458,5.37,26.846,5.15,24.458,8.84,25.273,37.5,24.458,91.5,25.273,104,24.458,78.2,24.458,58.4,25.273,42.7,24.458,25.7,25.273,16.4,24.458
140,2.082,9.94,24.514,5.36,26.907,5.14,24.514,8.84,25.33,37.4,24.514,91.4,25.33,104,24.514,78.2,24.514,58.3,25.33,42.6,24.514,25.7,25.33,16.4,24.514
140,2.086,9.92,24.569,5.35,26.968,5.137,24.569,8.821,25.388,37.3,24.569,91.3,25.388,104,24.569,77.929,24.569,58.3,25.388,42.5,24.569,25.638,25.388,16.4,24.569
140,2.091,9.89,24.625,5.35,27.029,5.135,24.625,8.8,25.445,37.3,24.625,91.3,25.445,104,24.625,77.9,24.625,58.3,25.445,42.4,24.625,25.5,25.445,16.4,24.625
140,2.096,9.87,24.68,5.33,27.09,5.13,24.68,8.72,25.503,37.2,24.68,91.2,25.503,104,24.68,77.9,24.68,58.2,25.503,42.4,24.68,25.488,25.503,16.369,24.68
140,2.101,9.86,24.736,5.32,27.151,5.13,24.736,8.674,25.56,37.1,24.736,91.2,25.56,104,24.736,77.9,24.736,58.2,25.56,42.3,24.736,25.4,25.56,16.3,24.736
140,2.105,9.85,24.792,5.3,27.212,5.13,24.792,8.67,25.617,37.1,24.792,90.8,25.617,103.723,24.792,77.8,24.792,58.2,25.617,42.3,24.792,25.4,25.617,16.3,24.792
140,2.11,9.84,24.847,5.3,27.273,5.12,24.847,8.67,25.675,37,24.847,90.7,25.675,103,24.847,77.8,24.847,58.1,25.675,42.2,24.847,25.4,25.675,16.3,24.847
139.5,2.115,9.81,24.903,5.3,27.334,5.12,24.903,8.667,25.732,37,24.903,90.7,25.732,103,24.903,77.8,24.903,58.1,25.732,42.2,24.903,25.4,25.732,16.3,24.903
139,2.119,9.79,24.958,5.3,27.395,5.12,24.958,8.59,25.79,37,24.958,90.7,25.79,103,24.958,77.7,24.958,58.1,25.79,42.1,24.958,25.4,25.79,16.3,24.958
139,2.124,9.77,25.014,5.3,27.456,5.12,25.014,8.57,25.847,36.9,25.014,90.5,25.847,103,25.014,77.7,25.014,58,25.847,42.1,25.014,25.348,25.847,16.2,25.014
139,2.129,9.75,25.069,5.28,27.517,5.11,25.069,8.54,25.905,36.7,25.069,90.5,25.905,103,25.069,77.7,25.069,57.9,25.905,42,25.069,25.3,25.905,16.2,25.069
139,2.134,9.74,25.125,5.27,27.578,5.1,25.125,8.526,25.962,36.552,25.125,90.435,25.962,103,25.125,77.5,25.125,57.8,25.962,41.991,25.125,25.3,25.962,16.158,25.125
139,2.138,9.73,25.181,5.26,27.639,5.099,25.181,8.51,26.02,36.5,25.181,90.4,26.02,103,25.181,77.5,25.181,57.8,26.02,41.9,25.181,25.3,26.02,16.1,25.181
139,2.143,9.73,25.236,5.25,27.7,5.09,25.236,8.5,26.077,36.4,25.236,90.4,26.077,102.206,25.236,77.4,25.236,57.6,26.077,41.9,25.236,25.059,26.077,16.1,25.236
139,2.148,9.72,25.292,5.23,27.761,5.07,25.292,8.49,26.134,36.3,25.292,90.4,26.134,102,25.292,77.4,25.292,57.6,26.134,41.9,25.292,24.9,26.134,16.1,25.292
139,2.152,9.72,25.347,5.22,27.822,5.06,25.347,8.45,26.192,36.3,25.347,90.3,26.192,102,25.347,77.4,25.347,57.6,26.192,41.9,25.347,24.9,26.192,16.079,25.347
139,2.157,9.71,25.403,5.22,27.883,5.06,25.403,8.45,26.249,36.3,25.403,90.3,26.249,102,25.403,77.4,25.403,57.6,26.249,41.9,25.403,24.9,26.249,16,25.403
138.679,2.162,9.69,25.459,5.21,27.944,5.06,25.459,8.43,26.307,36.3,25.459,90.2,26.307,102,25.459,77.3,25.459,57.6,26.307,41.8,25.459,24.8,26.307,16,25.459
138,2.167,9.65,25.514,5.18,28.005,5.05,25.514,8.405,26.364,36.3,25.514,90.2,26.364,102,25.514,77.3,25.514,57.523,26.364,41.7,25.514,24.8,26.364,16,25.514
138,2.171,9.63,25.57,5.17,28.066,5.05,25.57,8.39,26.422,36.3,25.57,90.1,26.422,102,25.57,77.1,25.57,57.5,26.422,41.7,25.57,24.8,26.422,16,25.57
138,2.176,9.63,25.625,5.17,28.127,5.05,25.625,8.379,26.479,36.3,25.625,90.1,26.479,102,25.625,77.1,25.625,57.5,26.479,41.7,25.625,24.8,26.479,15.9,25.625
138,2.181,9.62,25.681,5.17,28.188,5.047,25.681,8.36,26.536,36.3,25.681,90,26.536,102,25.681,77,25.681,57.4,26.536,41.7,25.681,24.769,26.536,15.9,25.681
138,2.186,9.61,25.737,5.169,28.249,5.042,25.737,8.36,26.594,36.3,25.737,90,26.594,101,25.737,77,25.737,57.4,26.594,41.6,25.737,24.7,26.594,15.9,25.737
138,2.19,9.59,25.792,5.16,28.31,5.04,25.792,8.36,26.651,36.3,25.792,89.9,26.651,101,25.792,77,25.792,57.3,26.651,41.6,25.792,24.7,26.651,15.9,25.792
138,2.195,9.57,25.848,5.16,28.371,5.04,25.848,8.34,26.709,36.3,25.848,89.7,26.709,101,25.848,76.8,25.848,57.3,26.709,41.3,25.848,24.7,26.709,15.9,25.848
138,2.2,9.56,25.903,5.15,28.432,5.03,25.903,8.33,26.766,36.3,25.903,89.7,26.766,101,25.903,76.8,25.903,57.3,26.766,41.3,25.903,24.7,26.766,15.9,25.903
138,2.204,9.56,25.959,5.15,28.493,5.02,25.959,8.31,26.824,36.3,25.959,89.4,26.824,101,25.959,76.8,25.959,57.2,26.824,41.2,25.959,24.7,26.824,15.9,25.959
138,2.209,9.54,26.014,5.15,28.554,5.02,26.014,8.3,26.881,36.3,26.014,88.9,26.881,101,26.014,76.7,26.014,57.2,26.881,41.1,26.014,24.7,26.881,15.9,26.014
138,2.214,9.53,26.07,5.14,28.615,5,26.07,8.28,26.939,36.3,26.07,88.9,26.939,101,26.07,76.6,26.07,57.1,26.939,41.1,26.07,24.7,26.939,15.8,26.07
138,2.219,9.53,26.126,5.14,28.676,5,26.126,8.27,26.996,36.3,26.126,88.75,26.996,101,26.126,76.6,26.126,57.1,26.996,41.1,26.126,24.67,26.996,15.8,26.126
137.463,2.223,9.53,26.181,5.14,28.737,5,26.181,8.26,27.053,36.3,26.181,88.6,27.053,100.688,26.181,76.412,26.181,57.1,27.053,41.1,26.181,24.6,27.053,15.79,26.181
137,2.228,9.52,26.237,5.13,28.798,5,26.237,8.26,27.111,36.3,26.237,88.5,27.111,100,26.237,76.4,26.237,57.1,27.111,41.1,26.237,24.6,27.111,15.7,26.237
137,2.233,9.52,26.292,5.13,28.859,5,26.292,8.24,27.168,36.3,26.292,88.5,27.168,100,26.292,76.3,26.292,57,27.168,41.045,26.292,24.6,27.168,15.7,26.292
137,2.237,9.52,26.348,5.11,28.92,5,26.348,8.231,27.226,36.3,26.348,88.4,27.226,100,26.348,76.2,26.348,57,27.226,41,26.348,24.5,27.226,15.7,26.348
137,2.242,9.5,26.404,5.11,28.981,5,26.404,8.23,27.283,36.3,26.404,88.3,27.283,100,26.404,76.1,26.404,57,27.283,41,26.404,24.5,27.283,15.7,26.404
137,2.247,9.5,26.459,5.1,29.042,5,26.459,8.19,27.341,36.3,26.459,88.3,27.341,100,26.459,76.1,26.459,56.9,27.341,40.9,26.459,24.5,27.341,15.7,26.459
137,2.252,9.48,26.515,5.09,29.103,5,26.515,8.19,27.398,36.3,26.515,88.065,27.398,100,26.515,76.1,26.515,56.9,27.398,40.8,26.515,24.5,27.398,15.7,26.515
137,2.256,9.48,26.57,5.09,29.164,5,26.57,8.17,27.455,36.3,26.57,87.9,27.455,99.8,26.57,76,26.57,56.8,27.455,40.8,26.57,24.5,27.455,15.7,26.57
137,2.261,9.47,26.626,5.08,29.225,5,26.626,8.15,27.513,36.3,26.626,87.9,27.513,99.7,26.626,75.8,26.626,56.8,27.513,40.7,26.626,24.5,27.513,15.7,26.626
137,2.266,9.46,26.681,5.08,29.286,5,26.681,8.143,27.57,36.3,26.681,87.8,27.57,99.5,26.681,75.6,26.681,56.7,27.57,40.6,26.681,24.479,27.57,15.7,26.681
137,2.27,9.45,26.737,5.07,29.347,4.99,26.737,8.126,27.628,36.3,26.737,87.8,27.628,99.3,26.737,75.6,26.737,56.7,27.628,40.6,26.737,24.4,27.628,15.675,26.737
137,2.275,9.44,26.793,5.07,29.408,4.989,26.793,8.084,27.685,36.3,26.793,87.8,27.685,99.2,26.793,75.6,26.793,56.7,27.685,40.5,26.793,24.4,27.685,15.621,26.793
137,2.28,9.43,26.848,5.07,29.469,4.985,26.848,8.07,27.743,36.3,26.848,87.7,27.743,99.171,26.848,75.5,26.848,56.6,27.743,40.5,26.848,24.4,27.743,15.6,26.848
136.926,2.285,9.4,26.904,5.06,29.53,4.98,26.904,8.06,27.8,36.3,26.904,87.6,27.8,99,26.904,75.5,26.904,56.6,27.8,40.5,26.904,24.4,27.8,15.6,26.904
136.459,2.289,9.4,26.959,5.05,29.591,4.98,26.959,8.03,27.858,36.3,26.959,87.6,27.858,99,26.959,75.4,26.959,56.6,27.858,40.4,26.959,24.4,27.858,15.6,26.959
136.39,2.294,9.4,27.015,5.05,29.652,4.958,27.015,8.02,27.915,36.2,27.015,87.5,27.915,98.8,27.015,75.4,27.015,56.5,27.915,40.4,27.015,24.3,27.915,15.6,27.015
136,2.299,9.4,27.071,5.05,29.713,4.95,27.071,8.02,27.972,36.2,27.071,87.3,27.972,97.9,27.071,75.4,27.071,56.5,27.972,40.4,27.071,24.3,27.972,15.6,27.071
136,2.304,9.4,27.126,5.05,29.774,4.95,27.126,7.98,28.03,35.8,27.126,87.2,28.03,97.9,27.126,75.4,27.126,56.4,28.03,40.3,27.126,24.2,28.03,15.561,27.126
136,2.308,9.4,27.182,5.03,29.835,4.94,27.182,7.97,28.087,35.8,27.182,87.2,28.087,97.654,27.182,75.4,27.182,56.4,28.087,40.2,27.182,24.2,28.087,15.5,27.182
136,2.313,9.38,27.237,5.02,29.896,4.929,27.237,7.97,28.145,35.8,27.237,87.1,28.145,97.6,27.237,75.2,27.237,56.3,28.145,40.2,27.237,24.19,28.145,15.5,27.237
136,2.318,9.37,27.293,5.02,29.957,4.92,27.293,7.96,28.202,35.7,27.293,87,28.202,97.2,27.293,75.2,27.293,56.2,28.202,40.2,27.293,24.1,28.202,15.5,27.293
136,2.322,9.35,27.349,5.02,30.018,4.92,27.349,7.95,28.26,35.7,27.349,86.8,28.26,97.2,27.349,75.1,27.349,56.2,28.26,40.1,27.349,24.1,28.26,15.5,27.349
136,2.327,9.32,27.404,5.02,30.079,4.91,27.404,7.937,28.317,35.7,27.404,86.7,28.317,97.2,27.404,75,27.404,56.1,28.317,40.1,27.404,24,28.317,15.5,27.404
136,2.332,9.32,27.46,5.02,30.14,4.9,27.46,7.92,28.374,35.6,27.46,86.7,28.374,97.1,27.46,74.894,27.46,56.1,28.374,40.1,27.46,23.9,28.374,15.5,27.46
136,2.337,9.32,27.515,5.02,30.201,4.89,27.515,7.9,28.432,35.5,27.515,86.7,28.432,96.8,27.515,74.8,27.515,56,28.432,40.1,27.515,23.9,28.432,15.5,27.515
136,2.341,9.3,27.571,5.02,30.262,4.89,27.571,7.89,28.489,35.2,27.571,86.6,28.489,96.8,27.571,74.7,27.571,55.9,28.489,40,27.571,23.9,28.489,15.5,27.571
136,2.346,9.29,27.626,5.02,30.323,4.872,27.626,7.89,28.547,35.2,27.626,86.6,28.547,96.5,27.626,74.6,27.626,55.8,28.547,40,27.626,23.853,28.547,15.5,27.626
135.853,2.351,9.29,27.682,5,30.384,4.87,27.682,7.881,28.604,35.2,27.682,86.6,28.604,96.3,27.682,74.6,27.682,55.8,28.604,40,27.682,23.8,28.604,15.5,27.682
135.316,2.355,9.26,27.738,5,30.445,4.87,27.738,7.88,28.662,35.1,27.738,86.4,28.662,96.2,27.738,74.5,27.738,55.8,28.662,39.9,27.738,23.8,28.662,15.5,27.738
135,2.36,9.25,27.793,5,30.506,4.87,27.793,7.87,28.719,35.1,27.793,86,28.719,96.137,27.793,74.4,27.793,55.7,28.719,39.9,27.793,23.8,28.719,15.473,27.793
135,2.365,9.24,27.849,5,30.567,4.87,27.849,7.85,28.777,34.9,27.849,85.9,28.777,96.1,27.849,74.4,27.849,55.7,28.777,39.8,27.849,23.8,28.777,15.4,27.849
135,2.37,9.24,27.904,5,30.628,4.842,27.904,7.83,28.834,34.8,27.904,85.8,28.834,95.8,27.904,74.3,27.904,55.7,28.834,39.7,27.904,23.8,28.834,15.4,27.904
135,2.374,9.23,27.96,5,30.689,4.84,27.96,7.82,28.891,34.7,27.96,85.7,28.891,95.8,27.96,74.2,27.96,55.7,28.891,39.7,27.96,23.8,28.891,15.4,27.96
135,2.379,9.22,28.016,5,30.75,4.83,28.016,7.8,28.949,34.6,28.016,85.694,28.949,95.5,28.016,74,28.016,55.6,28.949,39.7,28.016,23.7,28.949,15.4,28.016
135,2.384,9.21,28.071,5,30.811,4.83,28.071,7.8,29.006,34.332,28.071,85.6,29.006,95.5,28.071,73.9,28.071,55.6,29.006,39.7,28.071,23.7,29.006,15.384,28.071
135,2.388,9.18,28.127,5,30.872,4.83,28.127,7.789,29.064,34.3,28.127,85.5,29.064,95.4,28.127,73.9,28.127,55.6,29.064,39.6,28.127,23.61,29.064,15.3,28.127
135,2.393,9.18,28.182,5,30.933,4.815,28.182,7.76,29.121,34.2,28.182,85.4,29.121,95.4,28.182,73.8,28.182,55.5,29.121,39.6,28.182,23.6,29.121,15.3,28.182
135,2.398,9.18,28.238,4.99,30.995,4.8,28.238,7.76,29.179,34.1,28.238,85.4,29.179,95.3,28.238,73.7,28.238,55.5,29.179,39.6,28.238,23.6,29.179,15.3,28.238
135,2.403,9.18,28.293,4.98,31.056,4.8,28.293,7.752,29.236,33.9,28.293,85.2,29.236,95.3,28.293,73.7,28.293,55.5,29.236,39.6,28.293,23.6,29.236,15.3,28.293
134.78,2.407,9.18,28.349,4.98,31.117,4.8,28.349,7.74,29.294,33.8,28.349,85.2,29.294,95.1,28.349,73.7,28.349,55.5,29.294,39.5,28.349,23.6,29.294,15.3,28.349
134.243,2.412,9.17,28.405,4.98,31.178,4.8,28.405,7.74,29.351,33.6,28.405,85.2,29.351,95,28.405,73.6,28.405,55.4,29.351,39.5,28.405,23.6,29.351,15.3,28.405
134.239,2.417,9.16,28.46,4.98,31.239,4.8,28.46,7.72,29.408,33.6,28.46,85.2,29.408,95,28.46,73.6,28.46,55.4,29.408,39.4,28.46,23.5,29.408,15.296,28.46
134,2.422,9.16,28.516,4.98,31.3,4.78,28.516,7.69,29.466,33.5,28.516,84.9,29.466,94.8,28.516,73.5,28.516,55.3,29.466,39.3,28.516,23.5,29.466,15.208,28.516
134,2.426,9.15,28.571,4.98,31.361,4.78,28.571,7.68,29.523,33.5,28.571,84.7,29.523,94.7,28.571,73.4,28.571,55.3,29.523,39.2,28.571,23.4,29.523,15.2,28.571
134,2.431,9.14,28.627,4.98,31.422,4.77,28.627,7.66,29.581,33.2,28.627,84.7,29.581,94.7,28.627,73.4,28.627,55.2,29.581,39.1,28.627,23.4,29.581,15.2,28.627
134,2.436,9.13,28.683,4.97,31.483,4.76,28.683,7.642,29.638,32.9,28.683,84.2,29.638,94.619,28.683,73.4,28.683,55.108,29.638,39.1,28.683,23.4,29.638,15.2,28.683
134,2.44,9.12,28.738,4.97,31.544,4.76,28.738,7.64,29.696,32.9,28.738,83.8,29.696,94.6,28.738,73.4,28.738,55.1,29.696,39.1,28.738,23.321,29.696,15.2,28.738
134,2.445,9.1,28.794,4.97,31.605,4.758,28.794,7.63,29.753,32.874,28.794,83.6,29.753,94.6,28.794,73.4,28.794,55,29.753,39,28.794,23.3,29.753,15.2,28.794
134,2.45,9.09,28.849,4.97,31.666,4.75,28.849,7.62,29.81,32.8,28.849,83.323,29.81,94.5,28.849,73.4,28.849,55,29.81,39,28.849,23.2,29.81,15.2,28.849
134,2.455,9.05,28.905,4.96,31.727,4.72,28.905,7.619,29.868,32.8,28.905,83.3,29.868,94.5,28.905,73.4,28.905,54.9,29.868,39,28.905,23.2,29.868,15.119,28.905
134,2.459,9.05,28.961,4.96,31.788,4.72,28.961,7.61,29.925,32.7,28.961,83.3,29.925,94.4,28.961,73.377,28.961,54.8,29.925,38.9,28.961,23.2,29.925,15.1,28.961
134,2.464,8.99,29.016,4.96,31.849,4.71,29.016,7.61,29.983,32.617,29.016,83.3,29.983,94.2,29.016,73.3,29.016,54.7,29.983,38.9,29.016,23.2,29.983,15.1,29.016
134,2.469,8.99,29.072,4.95,31.91,4.71,29.072,7.56,30.04,32.6,29.072,83.3,30.04,94.1,29.072,73.3,29.072,54.7,30.04,38.8,29.072,23.2,30.04,15.1,29.072
134,2.473,8.97,29.127,4.95,31.971,4.71,29.127,7.52,30.098,32.5,29.127,83.2,30.098,94.1,29.127,73.3,29.127,54.7,30.098,38.7,29.127,23.2,30.098,15.084,29.127
134,2.478,8.95,29.183,4.95,32.032,4.701,29.183,7.495,30.155,32.5,29.183,83.2,30.155,94.1,29.183,73.2,29.183,54.7,30.155,38.7,29.183,23.1,30.155,15.031,29.183
134,2.483,8.94,29.238,4.94,32.093,4.7,29.238,7.47,30.213,32.5,29.238,83.2,30.213,94.1,29.238,73.2,29.238,54.6,30.213,38.6,29.238,23.1,30.213,15,29.238
